2301, 78514,17102018,15042019 191309,   1, 28242.8, 11.886,283.016,0.468700,359.9,209.395,1.00e-02,  9.7, 0.1,  1
1392, 71717,07042019,15042019 232922,   2, 26545.2, 11.994,277.205,0.463292,359.9,221.645,2.26e-01, 12.4, 0.1,  6
1506, 73511,09042019,15042019 164916,   3, 26976.7, 11.960,278.933,0.462246,359.9,217.616,1.86e+00, 14.4, 0.9,199
1533, 73716,10042019,15042019 172733,   3, 27034.0, 11.989,277.510,0.454978,359.9,218.756,2.11e-01, 15.1, 0.1,  3
1789, 74055,10042019,15042019 170600,   4, 27050.1, 12.158,272.924,0.486989,360.0,224.952,1.45e+00, 16.4, 2.2,494
1805, 74206,07042019,15042019 194243,   1, 27149.9, 11.928,290.830,0.451716,359.8,205.058,3.12e-02, 12.6, 0.1,  4
1806, 74207,06042019,15042019 190437,   6, 27171.6, 12.016,276.568,0.452711,359.9,218.977,1.32e-02, 17.0, 0.1,  7
1869, 74909,08042019,15042019 214702,   1, 27330.6, 11.905,289.016,0.453726,359.8,206.022,1.75e+00, 15.2, 0.2, 39
1870, 74910,08042019,15042019 213939,   6, 27340.8, 11.880,286.120,0.457499,359.9,209.143,5.70e-01, 17.2, 1.2,270
1871, 74911,09042019,15042019 214748,   4, 27318.3, 11.931,290.978,0.449155,359.8,203.984,5.25e-01, 17.1, 0.7,159
1887, 75109,09042019,15042019 223239,   4, 27382.0, 11.928,290.855,0.450604,359.8,203.953,2.68e-01, 16.9, 0.4, 89
1905, 75217,09042019,15042019 221545,   4, 27405.6, 11.879,286.862,0.478837,359.8,209.631,3.65e-02, 17.3, 0.1,  9
1906, 75218,09042019,15042019 215723,   4, 27411.3, 11.892,282.145,0.486148,359.9,214.615,4.39e-01, 16.4, 0.6,131
1907, 75219,09042019,15042019 220709,   3, 27393.8, 11.887,283.856,0.463132,359.9,211.303,1.82e+00, 17.4, 2.1,472
1917, 75309,08042019,15042019 213108,   4, 27420.8, 12.107,274.016,0.492564,360.0,223.026,2.22e-01, 16.0, 0.3, 74
1922, 75404,08042019,15042019 220634,   6, 27442.7, 12.105,274.140,0.462198,360.0,220.786,3.73e-01, 16.7, 0.8,176
1923, 75405,08042019,15042019 224215,   3, 27450.9, 11.886,283.026,0.465098,359.9,212.315,4.84e-02, 16.7, 0.1,  6
1924, 75406,07042019,15042019 230138,   2, 27446.7, 11.906,281.536,0.419613,359.9,210.812,2.79e-01, 16.4, 0.1,  3
1935, 75510,06042019,15042019 224806,   2, 27471.1, 11.950,279.116,0.457595,359.9,215.406,8.86e-01, 17.0, 0.2, 41
1936, 75511,07042019,15042019 225635,   2, 27482.6, 11.950,279.022,0.455463,359.9,215.448,1.35e-01, 16.0, 0.1,  4
1944, 75607,07042019,15042019 234656,   1, 27495.3, 11.892,288.466,0.448057,359.8,205.674,1.34e-01, 12.2, 0.1,  4
1945, 75608,08042019,15042019 223150,   4, 27489.9, 12.274,270.617,0.457380,360.0,223.765,6.14e-02, 17.3, 0.1, 21
1962, 75806,08042019,15042019 234716,   5, 27555.1, 11.918,280.507,0.467124,359.9,214.495,2.78e-02, 16.6, 0.1, 10
1963, 75807,09042019,16042019 000331,   4, 27542.1, 11.879,286.438,0.464313,359.9,208.436,7.42e-01, 16.9, 0.9,210
2006, 76209,07042019,16042019 003950,   5, 27655.7, 12.051,275.613,0.472418,359.9,219.126,6.55e-01, 14.0, 0.4, 79
2007, 76210,07042019,16042019 012939,   4, 27649.3, 11.880,287.180,0.455400,359.8,206.800,2.09e-02, 15.9, 0.1,  3
2020, 76312,08042019,16042019 014913,   4, 27665.0, 11.884,287.701,0.445922,359.8,205.578,7.52e-04, 16.9, 0.1,  1
2028, 76407,08042019,16042019 012720,   4, 27699.3, 12.012,276.723,0.453199,359.9,216.650,9.64e-02, 17.1, 0.1,  1
2042, 76513,08042019,16042019 015024,   3, 27726.1, 11.930,279.898,0.465804,359.9,214.321,2.20e-02, 16.1, 0.1,  1
2043, 76514,05042019,16042019 013920,   4, 27707.2, 11.917,280.856,0.468920,359.9,213.495,9.60e-01, 17.0, 1.2,278
2051, 76608,08042019,16042019 020232,   4, 27753.6, 11.922,280.269,0.480150,359.9,214.834,6.24e-02, 16.2, 0.1,  2
2052, 76609,09042019,16042019 024305,   5, 27750.5, 11.880,284.044,0.436473,359.9,208.131,1.63e-01, 15.2, 0.3, 59
2072, 76812,08042019,15042019 134521,   4, 27801.2, 11.964,278.463,0.474735,359.9,215.984,6.61e-02, 17.6, 0.1,  2
2081, 76908,10042019,16042019 035101,   2, 27808.7, 12.167,298.167,0.494823,359.8,198.102,1.51e-01, 15.0, 0.1, 18
2093, 77011,08042019,16042019 031539,   4, 27829.4, 11.879,283.779,0.474072,359.9,210.693,3.34e-03, 16.5, 0.1,  6
2111, 77208,07042019,16042019 035751,   2, 27885.0, 11.876,284.155,0.475113,359.9,210.108,3.91e-01, 16.3, 0.1, 12
2112, 77209,08042019,16042019 042144,   2, 27881.0, 11.881,287.001,0.453013,359.8,205.691,9.40e-01, 15.9, 0.1,  6
2113, 77210,06042019,16042019 034741,   2, 27881.4, 11.928,280.644,0.470166,359.9,212.662,3.07e+00, 17.0, 0.1, 10
2133, 77410,08042019,15042019 152649,   2, 27930.4, 11.895,282.193,0.477970,359.9,212.055,1.36e-01, 17.0, 0.1,  8
2134, 77411,08042019,15042019 150222,   3, 27931.5, 12.058,275.394,0.476994,359.9,218.641,4.95e-02, 14.8, 0.1,  2
2135, 77412,10042019,15042019 154108,   5, 27937.3, 11.881,283.724,0.472781,359.9,210.175,3.07e-02, 18.7, 0.1, 11
2146, 77510,08042019,15042019 161522,   2, 27950.2, 11.879,286.718,0.454078,359.8,205.783,5.57e-01, 16.2, 0.1,  4
2147, 77511,08042019,16042019 050217,   3, 27968.5, 11.898,281.872,0.455933,359.9,210.685,2.36e-01, 18.1, 0.1,  1
2174, 77716,07042019,15042019 160232,   2, 28006.5, 11.961,278.653,0.483369,359.9,215.529,7.79e-01, 16.5, 0.1,  8
2175, 77717,08042019,15042019 163017,   3, 28013.7, 11.888,282.867,0.473231,359.9,210.755,1.06e-02, 17.8, 0.1,  1
2194, 77908,07042019,15042019 165817,   3, 28050.4, 11.882,283.518,0.473471,359.9,209.990,5.08e-02, 14.7, 0.1,  2
2195, 77909,08042019,15042019 170728,   3, 28062.6, 11.882,283.551,0.473156,359.9,209.828,3.36e-01, 15.5, 0.1,  1
2196, 77910,06042019,16042019 055923,   4, 28058.2, 11.883,283.180,0.476839,359.9,210.592,5.81e-03, 17.0, 0.1,  2
2197, 77911,06042019,15042019 170822,   3, 28063.9, 11.882,283.497,0.472319,359.9,209.871,4.48e-02, 17.0, 0.1, 12
2208, 78010,09042019,15042019 173448,   5, 28069.8, 11.878,286.480,0.458687,359.9,205.827,7.23e-01, 17.8, 0.1,  6
2209, 78011,07042019,15042019 171727,   3, 28077.8, 11.881,283.527,0.473633,359.9,209.844,2.18e-02, 13.6, 0.1,  2
2210, 78012,07042019,15042019 171559,   3, 28073.7, 11.875,283.504,0.474536,359.9,209.941,1.08e+00, 17.0, 0.5, 99
2211, 78013,08042019,15042019 171709,   3, 28077.3, 11.884,283.526,0.474653,359.9,209.821,8.30e-01, 13.6, 0.1,  3
2212, 78014,06042019,16042019 062145,   3, 28083.5, 11.890,283.538,0.477132,359.9,209.786,1.79e+00, 17.0, 1.9,434
2213, 78015,06042019,15042019 170816,   3, 28069.9, 11.881,283.599,0.479168,359.9,210.248,3.93e-02, 17.0, 0.1, 10
2229, 78116,07042019,15042019 172639,   2, 28095.7, 11.884,283.230,0.476265,359.9,210.301,6.29e-02, 15.3, 0.1,  6
2230, 78117,06042019,15042019 172616,   3, 28090.0, 11.885,283.658,0.475863,359.9,209.635,1.23e+00, 17.0, 0.1,  5
2231, 78118,10042019,15042019 173321,   5, 28108.6, 11.886,282.989,0.478167,359.9,210.625,3.16e-02, 17.7, 0.1, 11
2232, 78119,08042019,16042019 064521,   3, 28107.3, 11.873,285.278,0.475368,359.9,208.239,3.96e-02, 17.6, 0.1,  1
